No.,Title,Artist,Year,duration_sec
45,Rock On,Michael Damian,1989,212.348
46,Real Love,Jody Watley,1989,261.44
47,Love Shack,The B-52's,1989,320.68
48,Every Little Step,Bobby Brown,1989,237.24
49,Hangin' Tough,New Kids on the Block,1989,256.56
50,My Heart Can't Tell You No,Rod Stewart,1989,352.226
51,So Alive,Love and Rockets,1989,257.825
52,You Got It (The Right Stuff),New Kids on the Block,1989,249.96
53,Armageddon It,Def Leppard,1989,322.866
54,Satisfied,Richard Marx,1989,254.466
55,Express Yourself,Madonna,1989,239.093
56,I Like It,Dino,1989,307.2
57,Soldier of Love,Donny Osmond,1989,353.44
58,Sowing the Seeds of Love,Tears for Fears,1989,379.333
59,Cherish,Madonna,1989,229.6
60,When the Children Cry,White Lion,1989,258.6
61,18 and Life,Skid Row,1989,229.96
62,I Don't Want Your Love,Duran Duran,1989,246.386
63,Second Chance,.38 Special,1989,304.693
64,The Way You Love Me,Karyn White,1989,294.72
65,Funky Cold Medina,Tone Loc,1989,248.16
66,In Your Room,The Bangles,1989,207.533
67,Miss You Like Crazy,Natalie Cole,1989,234.28
68,Lovesong,The Cure,1989,208.333
69,Secret Rendezvous,Karyn White,1989,337.4
70,Angel Eyes,The Jeff Healey Band,1989,321.093
71,Patience,Guns N' Roses,1989,354.88
72,Walk on Water,Eddie Money,1989,278.48
73,Cover Girl,New Kids on the Block,1989,241.84
74,Welcome to the Jungle,Guns N' Roses,1989,273.48
75,Shower Me With Your Love,Surface,1989,294.96
76,Stand,R.E.M.,1989,192.173
77,Close My Eyes Forever,Lita Ford and Ozzy Osbourne,1989,452.363
78,All This Time,Tiffany,1989,261.906
79,After All,Cher and Peter Cetera,1989,232.906
80,Roni,Bobby Brown,1989,358.333
81,Love in an Elevator,Aerosmith,1989,321.826
82,Lay Your Hands on Me,Bon Jovi,1989,358.76
83,The Promise,When in Rome,1989,220.96
84,What I Am,Edie Brickell & New Bohemians,1989,296.36
85,I Remember Holding You,Boys Club,1989,293.079
86,Paradise City,Guns N' Roses,1989,405.6
87,I Wanna Have Some Fun,Samantha Fox,1989,301.386
88,She Wants to Dance with Me,Rick Astley,1989,198.88
89,Dreamin',Vanessa Williams,1989,326.506
90,It's No Crime,Babyface,1989,241.493
91,Poison,Alice Cooper,1989,270.08
92,This Time I Know It's for Real,Donna Summer,1989,218.933
93,Smooth Criminal,Michael Jackson,1989,257.76
94,Heaven Help Me,Deon Estus,1989,281.24
95,Rock Wit'cha,Bobby Brown,1989,289.533
96,Thinking of You,Sa-Fire,1989,205.8
97,What You Don't Know,Exposé,1989,285.68
98,Surrender To Me,Ann Wilson and Robin Zander,1989,209.906
99,The End of the Innocence,Don Henley,1989,315.306
100,Keep on Movin',Soul II Soul,1989,361.626
1,Hold On,Wilson Phillips,1990,266.866
2,It Must Have Been Love,Roxette,1990,259.665
3,Nothing Compares 2 U,Sinéad O'Connor,1990,257.533
4,Poison,Bell Biv DeVoe,1990,261.853
5,Vogue,Madonna,1990,316.813
6,Vision of Love,Mariah Carey,1990,209.293
7,Another Day in Paradise,Phil Collins,1990,322.133
8,Hold On,En Vogue,1990,304.466
9,Cradle of Love,Billy Idol,1990,281.466
10,Blaze of Glory,Jon Bon Jovi,1990,340
11,Do Me!,Bell Biv DeVoe,1990,272.44
12,How Am I Supposed to Live Without You,Michael Bolton,1990,255.666
13,Pump Up the Jam,Technotronic,1990,320.306
14,Opposites Attract,Paula Abdul,1990,265.373
15,Escapade,Janet Jackson,1990,283.933
16,All I Wanna Do Is Make Love to You,Heart,1990,310.893
17,Close to You,Maxi Priest,1990,325.8
18,Black Velvet,Alannah Myles,1990,287.44
19,Release Me,Wilson Phillips,1990,295.693
20,Don't Know Much,Linda Ronstadt featuring Aaron Neville,1990,242.16
21,All Around the World,Lisa Stansfield,1990,268.293
22,I Wanna Be Rich,Calloway,1990,304.2
23,Rub You the Right Way,Johnny Gill,1990,332.306
24,She Ain't Worth It,Glenn Medeiros featuring Bobby Brown,1990,250.493
25,If Wishes Came True,Sweet Sensation,1990,315.16
26,The Power,Snap!,1990,344.306
27,(Can't Live Without Your) Love and Affection,Nelson,1990,236.435
28,Love Will Lead You Back,Taylor Dayne,1990,277.6
29,Don't Wanna Fall in Love,Jane Child,1990,247.84
30,Two to Make It Right,Seduction,1990,282.266
31,Sending All My Love,Linear,1990,234.066
32,Unskinny Bop,Poison,1990,228.066
33,Step by Step,New Kids on the Block,1990,267.293
34,Dangerous,Roxette,1990,229.92
35,We Didn't Start the Fire,Billy Joel,1990,287.733
36,I Don't Have the Heart,James Ingram,1990,253.506
37,Downtown Train,Rod Stewart,1990,279.413
38,Rhythm Nation,Janet Jackson,1990,330.933
39,I'll Be Your Everything,Tommy Page,1990,244.84
40,Roam,The B-52's,1990,295.133
41,Everything,Jody Watley,1990,255.413
42,Back to Life (However Do You Want Me),Soul II Soul featuring Caron Wheeler,1990,232.133
43,Here and Now,Luther Vandross,1990,323
44,Alright,Janet Jackson,1990,386.533
45,Ice Ice Baby,Vanilla Ice,1990,254.466
46,Blame It on the Rain,Milli Vanilli,1990,248.533
47,Have You Seen Her,MC Hammer,1990,282.8
48,With Every Beat of My Heart,Taylor Dayne,1990,262.48
49,Come Back to Me,Janet Jackson,1990,332.741
50,No More Lies,Michel'le,1990,225.84
51,Praying for Time,George Michael,1990,281.066
52,How Can We Be Lovers,Michael Bolton,1990,235.626
53,Do You Remember?,Phil Collins,1990,275.986
54,Ready or Not,After 7,1990,274.36
55,U Can't Touch This,MC Hammer,1990,257.359
56,I Wish It Would Rain Down,Phil Collins,1990,327.746
57,Just Between You and Me,Lou Gramm,1990,296.133
58,Something Happened on the Way to Heaven,Phil Collins,1990,291.586
59,Black Cat,Janet Jackson,1990,290.573
60,Can't Stop,After 7,1990,247.906
61,Janie's Got a Gun,Aerosmith,1990,330.533
62,The Humpty Dance,Digital Underground,1990,391.693
63,I'll Be Your Shelter,Taylor Dayne,1990,283.04
64,Free Fallin',Tom Petty,1990,256
65,Giving You the Benefit,Pebbles,1990,341.96
66,Enjoy the Silence,Depeche Mode,1990,255.133
67,Love Song,Tesla,1990,323.36
68,Price of Love,Bad English,1990,286.04
69,Girls Nite Out,Tyler Collins,1990,237.745
70,King of Wishful Thinking,Go West,1990,241.76
71,What Kind of Man Would I Be?,Chicago,1990,256.2
72,I Remember You,Skid Row,1990,313.693
73,Get Up! (Before the Night Is Over),Technotronic featuring Ya Kid K,1990,337.093
74,Here We Are,Gloria Estefan,1990,289.706
75,Epic,Faith No More,1990,293.653
76,Love Takes Time,Mariah Carey,1990,229.226
77,Just Like Jesse James,Cher,1990,245.733
78,Love Shack,The B-52's,1990,320.68
79,All or Nothing,Milli Vanilli,1990,238.866
80,Romeo,Dino,1990,256.733
81,Everybody Everybody,Black Box,1990,247.001
82,I Go to Extremes,Billy Joel,1990,263.2
83,Whip Appeal,Babyface,1990,331.2
84,Oh Girl,Paul Young,1990,216.373
85,C'mon and Get My Love,D Mob with Cathy Dennis,1990,268.6
86,(It's Just) The Way That You Love Me,Paula Abdul,1990,241.76
87,We Can't Go Wrong,The Cover Girls,1990,316.626
88,When I'm Back on My Feet Again,Michael Bolton,1990,228.266
89,Make You Sweat,Keith Sweat,1990,320.506
90,This One's for the Children,New Kids on the Block,1990,238.466
91,What It Takes,Aerosmith,1990,310.533
92,Forever,Kiss,1990,232.64
93,Jerk Out,The Time,1990,409.333
94,Just a Friend,Biz Markie,1990,238.266
95,Whole Wide World,A'Me Lorain,1990,229.851
96,Without You,Mí¶tley Crí¼e,1990,230.693
97,Swing the Mood,Jive Bunny and the Mastermixers,1990,259.573
98,Thieves in the Temple,Prince,1990,200.68
99,Mentirosa,Mellow Man Ace,1990,258.533
100,Tic-Tac-Toe,Kyper,1990,383.426
1,(Everything I Do) I Do It for You,Bryan Adams,1991,394.133
2,I Wanna Sex You Up,Color Me Badd,1991,240.2
3,Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1991,244.093
4,Rush Rush,Paula Abdul,1991,292.933
5,One More Try,Timmy T,1991,209.426
6,Unbelievable,EMF,1991,209.813
7,More Than Words,Extreme,1991,334.106
8,I Like the Way (The Kissing Game),Hi-Five,1991,348.773
9,The First Time,Surface,1991,256.226
10,Baby Baby,Amy Grant,1991,236.973
11,Motownphilly,Boyz II Men,1991,235.226
12,Because I Love You (The Postman Song),Stevie B,1991,254.082
13,Someday,Mariah Carey,1991,246.106
14,High Enough,Damn Yankees,1991,287.32
15,From a Distance,Bette Midler,1991,276.346
16,All the Man That I Need,Whitney Houston,1991,251.426
17,"Right Here, Right Now",Jesus Jones,1991,189.293
18,I Adore Mi Amor,Color Me Badd,1991,289.2
19,Love Will Never Do (Without You),Janet Jackson,1991,350
20,Good Vibrations,Marky Mark and the Funky Bunch featuring Loleatta Holloway,1991,269.306
21,Justify My Love,Madonna,1991,294.266
22,Emotions,Mariah Carey,1991,248.093
23,Joyride,Roxette,1991,263.093
24,Romantic,Karyn White,1991,247.16
25,Hold You Tight,Tara Kemp,1991,284.344
26,I Don't Wanna Cry,Mariah Carey,1991,288.826
27,You're in Love,Wilson Phillips,1991,291.866
28,Every Heartbeat,Amy Grant,1991,213.733
29,Sensitivity,Ralph Tresvant,1991,281.333
30,Touch Me (All Night Long),Cathy Dennis,1991,249.52
31,I've Been Thinking About You,Londonbeat,1991,317.933
32,Do Anything,Natural Selection,1991,237.373
33,Losing My Religion,R.E.M.,1991,268.426
34,Coming Out of the Dark,Gloria Estefan,1991,242.626
35,It Ain't Over 'til It's Over,Lenny Kravitz,1991,242.64
36,Here We Go,C+C Music Factory,1991,340.506
37,Where Does My Heart Beat Now,Celine Dion,1991,272.866
38,Summertime,DJ Jazzy Jeff & The Fresh Prince,1991,270.973
39,Wind of Change,Scorpions,1991,312.36
40,P.A.S.S.I.O.N.,Rythm Syndicate,1991,216.197
41,The Promise of a New Day,Paula Abdul,1991,272.893
42,I'm Your Baby Tonight,Whitney Houston,1991,299.426
43,Love of a Lifetime,FireHouse,1991,287.04
44,Fading Like a Flower (Every Time You Leave),Roxette,1991,230.68
45,This House,Tracie Spencer,1991,306.533
46,Hole Hearted,Extreme,1991,219.289
47,Power of Love/Love Power,Luther Vandross,1991,402.413
48,Impulsive,Wilson Phillips,1991,274.266
49,Love Is a Wonderful Thing,Michael Bolton,1991,282.933
50,Rhythm of My Heart,Rod Stewart,1991,254.866
51,Things That Make You Go Hmmm...,C+C Music Factory,1991,322.333
52,I Touch Myself,Divinyls,1991,227.64
53,Tom's Diner,DNA featuring Suzanne Vega,1991,225.44
54,Iesha,Another Bad Creation,1991,261.906
55,Something to Talk About,Bonnie Raitt,1991,227.573
56,After the Rain,Nelson,1991,245.862
57,Play That Funky Music,Vanilla Ice,1991,285.8
58,Temptation,Corina,1991,241.533
59,Can't Stop This Thing We Started,Bryan Adams,1991,269.133
60,I Can't Wait Another Minute,Hi-Five,1991,301.76
61,3 a.m. Eternal,The KLF,1991,200.072
62,"Time, Love and Tenderness",Michael Bolton,1991,330.306
63,Sadeness (Part I),Enigma,1991,260.4
64,Around the Way Girl,LL Cool J,1991,248.493
65,I'll Be There,The Escape Club,1991,347.866
66,Cream,Prince and The New Power Generation,1991,253.066
67,Now That We Found Love,Heavy D & the Boyz,1991,258.2
68,Show Me the Way,Styx,1991,277.173
69,Love Takes Time,Mariah Carey,1991,229.226
70,Cry for Help,Rick Astley,1991,293.56
71,The Way You Do the Things You Do,UB40,1991,182.466
72,Here I Am (Come and Take Me),UB40,1991,242.093
73,Signs,Tesla,1991,194.933
74,Too Many Walls,Cathy Dennis,1991,265.8
75,Crazy,Seal,1991,356.52
76,I'll Give All My Love to You,Keith Sweat,1991,269.026
77,Place in this World,Michael W. Smith,1991,193.919
78,Something to Believe In,Poison,1991,328.36
79,Wicked Game,Chris Isaak,1991,289.066
80,Get Here,Oleta Adams,1991,276.733
81,Round and Round,Tevin Campbell,1991,293.053
82,Silent Lucidity,Queensrí¿che,1991,347.76
83,I'm Not in Love,Will to Power,1991,227.906
84,Piece of My Heart,Tara Kemp,1991,289.74
85,Real Real Real,Jesus Jones,1991,188.76
86,Everybody Plays the Fool,Aaron Neville,1991,266.106
87,Just Another Dream,Cathy Dennis,1991,241.92
88,Strike It Up,Black Box,1991,298.691
89,Rico Suave,Gerardo,1991,291.666
90,Disappear,INXS,1991,250.075
91,Groove Is in the Heart,Deee-Lite,1991,231.786
92,All This Time,Sting,1991,294.333
93,The One and Only,Chesney Hawkes,1991,223.666
94,O.P.P.,Naughty by Nature,1991,271.066
95,Freedom! '90,George Michael,1991,388.68
96,I Saw Red,Warrant,1991,226.92
97,Miles Away,Winger,1991,255.333
98,Do You Want Me,Salt-n-Pepa,1991,229.509
99,The Motown Song,Rod Stewart,1991,240.4
100,Shiny Happy People,R.E.M.,1991,225.786
1,End of the Road,Boyz II Men,1992,351.466
2,Baby Got Back,Sir Mix-a-Lot,1992,262.826
3,Jump,Kris Kross,1992,195.106
4,Save the Best for Last,Vanessa Williams,1992,218.733
5,Baby-Baby-Baby,TLC,1992,315.04
6,Tears in Heaven,Eric Clapton,1992,271.76
7,My Lovin' (You're Never Gonna Get It),En Vogue,1992,281.613
8,Under the Bridge,Red Hot Chili Peppers,1992,264.306
9,All 4 Love,Color Me Badd,1992,211.493
10,Just Another Day,Jon Secada,1992,327.426
11,I Love Your Smile,Shanice,1992,257.973
12,To Be with You,Mr. Big,1992,207.2
13,I'm Too Sexy,Right Said Fred,1992,170.493
14,Black or White,Michael Jackson,1992,254.933
15,Achy Breaky Heart,Billy Ray Cyrus,1992,203.373
16,I'll Be There,Mariah Carey,1992,264.16
17,November Rain,Guns N' Roses,1992,536.066
18,Life Is a Highway,Tom Cochrane,1992,266.56
19,Remember the Time,Michael Jackson,1992,239.226
20,Finally,CeCe Peniston,1992,245
21,This Used to Be My Playground,Madonna,1992,310.266
22,Sometimes Love Just Ain't Enough,Patty Smyth and Don Henley,1992,277.363
23,Can't Let Go,Mariah Carey,1992,266.56
24,Jump Around,House of Pain,1992,214.946
25,Diamonds and Pearls,Prince and The New Power Generation,1992,285.266
26,Don't Let the Sun Go Down on Me,George Michael and Elton John,1992,339.18
27,Masterpiece,Atlantic Starr,1992,299.72
28,If You Asked Me To,Celine Dion,1992,234.36
29,Giving Him Something He Can Feel,En Vogue,1992,235.706
30,Live and Learn,Joe Public,1992,262.333
31,Come and Talk to Me,Jodeci,1992,276.266
32,Smells Like Teen Spirit,Nirvana,1992,301.92
33,Humpin' Around,Bobby Brown,1992,378.493
34,Damn I Wish I Was Your Lover,Sophie B. Hawkins,1992,323.266
35,Tell Me What You Want Me to Do,Tevin Campbell,1992,256.04
36,Ain't 2 Proud 2 Beg,TLC,1992,336.56
37,It's So Hard to Say Goodbye to Yesterday,Boyz II Men,1992,168.626
38,Move This,Technotronic featuring Ya Kid K,1992,255.493
39,Bohemian Rhapsody,Queen,1992,355.4
40,Tennessee,Arrested Development,1992,272.706
41,The Best Things in Life Are Free,Luther Vandross and Janet Jackson,1992,277.373
42,Make It Happen,Mariah Carey,1992,307
43,The One,Elton John,1992,353.16
44,Set Adrift on Memory Bliss,P.M. Dawn,1992,255.16
45,Stay,Shakespears Sister,1992,229
46,2 Legit 2 Quit,Hammer,1992,333.624
47,Please Don't Go,KWS,1992,373.6
48,Breakin' My Heart (Pretty Brown Eyes),Mint Condition,1992,356.96
49,Wishing on a Star,The Cover Girls,1992,281.2
50,She's Playing Hard to Get,Hi-Five,1992,275.16
51,I'd Die Without You,P.M. Dawn,1992,250.693
52,Good for Me,Amy Grant,1992,239.493
53,All I Want,Toad the Wet Sprocket,1992,196.333
54,When a Man Loves a Woman,Michael Bolton,1992,231.066
55,I Can't Dance,Genesis,1992,241.04
56,Hazard,Richard Marx,1992,317.306
57,Mysterious Ways,U2,1992,243.586
58,Too Funky,George Michael,1992,225.026
59,How Do You Talk to an Angel,The Heights,1992,227.266
60,One,U2,1992,276.186
61,Keep on Walkin',CeCe Peniston,1992,270.837
62,Hold on My Heart,Genesis,1992,277.853
63,The Way I Feel About You,Karyn White,1992,275.466
64,Beauty and the Beast,Celine Dion and Peabo Bryson,1992,249.24
65,Warm It Up,Kris Kross,1992,248.333
66,In the Closet,Michael Jackson,1992,390.573
67,People Everyday,Arrested Development,1992,206.893
68,No Son of Mine,Genesis,1992,344.306
69,Wildside,Marky Mark and the Funky Bunch,1992,307.266
70,Do I Have to Say the Words?,Bryan Adams,1992,371.173
71,Friday I'm in Love,The Cure,1992,214.4
72,Everything About You,Ugly Kid Joe,1992,260.2
73,Blowing Kisses in the Wind,Paula Abdul,1992,281.797
74,Thought I'd Died and Gone to Heaven,Bryan Adams,1992,348.4
75,Rhythm Is a Dancer,Snap!,1992,332.229
76,Addams Groove,Hammer,1992,239.04
77,Missing You Now,Michael Bolton,1992,273.306
78,Back to the Hotel,N2Deep,1992,304.28
79,Everything Changes,Kathy Troccoli,1992,262.2
80,Have You Ever Needed Someone So Bad,Def Leppard,1992,324.026
81,Take This Heart,Richard Marx,1992,251.266
82,When I Look Into Your Eyes,FireHouse,1992,239.866
83,I Wanna Love You,Jade,1992,271.4
84,Uhh Ahh,Boyz II Men,1992,228.866
85,Real Love,Mary J. Blige,1992,269.973
86,Justified and Ancient,The KLF,1992,229.426
87,Slow Motion,Color Me Badd,1992,265.666
88,What About Your Friends,TLC,1992,293.6
89,Thinkin' Back,Color Me Badd,1992,322.533
90,Would I Lie to You?,Charles & Eddie,1992,279.6
91,That's What Love Is For,Amy Grant,1992,257.293
92,Keep Coming Back,Richard Marx,1992,411.533
93,Free Your Mind,En Vogue,1992,293.105
94,Keep It Comin',Keith Sweat,1992,309.466
95,Just Take My Heart,Mr. Big,1992,263.84
96,I Will Remember You,Amy Grant,1992,300.56
97,We Got a Love Thang,CeCe Peniston,1992,328.8
98,Let's Get Rocked,Def Leppard,1992,295.957
99,They Want EFX,Das EFX,1992,221.4
100,I Can't Make You Love Me,Bonnie Raitt,1992,332.96
1,I Will Always Love You,Whitney Houston,1993,271.093
2,Whoomp! (There It Is),Tag Team,1993,225.266
3,Can't Help Falling in Love,UB40,1993,207.44
4,That's the Way Love Goes,Janet Jackson,1993,265.106
5,Freak Me,Silk,1993,274.533
6,Weak,SWV,1993,291.906
7,If I Ever Fall in Love,Shai,1993,189.026
8,Dreamlover,Mariah Carey,1993,233.641
9,Rump Shaker,Wreckx-n-Effect,1993,312.36
10,Informer,Snow,1993,268.91
11,Nuthin' but a 'G' Thang,Dr. Dre,1993,237.573
12,In the Still of the Nite,Boyz II Men,1993,169.84
13,Don't Walk Away,Jade,1993,216.373
14,Knockin' da Boots,H-Town,1993,330.945
15,Lately,Jodeci,1993,373.626
16,Dazzey Duks,Duice,1993,244.866
17,Show Me Love,Robin S.,1993,252.106
18,A Whole New World,Peabo Bryson and Regina Belle,1993,247.747
19,If,Janet Jackson,1993,271.64
20,I'm So Into You,SWV,1993,278.333
21,Love Is,Vanessa Williams and Brian McKnight,1993,284.96
22,Runaway Train,Soul Asylum,1993,266.066
23,I'll Never Get Over You (Getting Over Me),Exposé,1993,230.933
24,Ditty,Paperboy,1993,241.306
25,Rhythm Is a Dancer,Snap!,1993,332.229
26,The River of Dreams,Billy Joel,1993,247.626
27,I'm Gonna Be (500 Miles),The Proclaimers,1993,219.466
28,Two Princes,Spin Doctors,1993,256.733
29,"Right Here (Human Nature)"" / ""Downtown",SWV,1993,310.016
30,I Have Nothing,Whitney Houston,1993,289.16
31,Mr. Wendal,Arrested Development,1993,247.506
32,Have I Told You Lately,Rod Stewart,1993,241.506
33,Saving Forever for You,Shanice,1993,268.733
34,Ordinary World,Duran Duran,1993,340.2
35,If I Had No Loot,Tony! Toni! Toné!,1993,241.466
36,I'd Do Anything for Love (But I Won't Do That),Meat Loaf,1993,718.6
37,Slam,Onyx,1993,218.333
38,Looking Through Patient Eyes,P.M. Dawn,1993,249.666
39,I'm Every Woman,Whitney Houston,1993,285.106
40,Baby I'm Yours,Shai,1993,274.666
41,Come Undone,Duran Duran,1993,256.519
42,I Don't Wanna Fight,Tina Turner,1993,369.066
43,I'd Die Without You,P.M. Dawn,1993,250.693
44,"Whoot, There It Is",95 South,1993,276.866
45,Hip Hop Hooray,Naughty by Nature,1993,267.266
46,Another Sad Love Song,Toni Braxton,1993,301.56
47,Will You Be There,Michael Jackson,1993,460
48,Comforter,Shai,1993,250.6
49,Good Enough,Bobby Brown,1993,302.093
50,What's Up?,4 Non Blondes,1993,295.533
51,All That She Wants,Ace of Base,1993,211.213
52,7,Prince and The New Power Generation,1993,310.466
53,Dre Day,Dr. Dre,1993,171.526
54,One Last Cry,Brian McKnight,1993,295.357
55,Just Kickin' It,Xscape,1993,204.173
56,I Get Around,2Pac,1993,258.64
57,Bed of Roses,Bon Jovi,1993,394.4
58,Real Love,Mary J. Blige,1993,269.973
59,Here We Go Again!,Portrait,1993,260.399
60,Cryin',Aerosmith,1993,308.56
61,Cat's in the Cradle,Ugly Kid Joe,1993,241.893
62,What About Your Friends,TLC,1993,293.6
63,I Got a Man,Positive K,1993,232.773
64,Hey Mr. D.J.,Zhané,1993,252.4
65,Insane in the Brain,Cypress Hill,1993,208.266
66,Deeper and Deeper,Madonna,1993,333.466
67,Rain,Madonna,1993,324.733
68,The Right Kind of Love,Jeremy Jordan,1993,273.933
69,Bad Boys,Inner Circle,1993,231.266
